[TimingPoints]
64,342.85714285714283,4,1,0,100,1,0

[HitObjects]
468,192,11035,1,0
180,192,11035,1,0
252,192,11121,1,0
180,192,11293,1,0
396,192,11378,1,0
252,192,11378,1,0
108,192,11550,1,0
36,192,11635,1,0
108,192,11807,1,0
468,192,11893,1,0
36,192,11893,1,0
108,192,12064,1,0
396,192,12064,1,0
36,192,12235,1,0
468,192,12407,1,0
252,192,12407,1,0
324,192,12493,1,0
252,192,12664,1,0
396,192,12750,1,0
324,192,12750,1,0
180,192,12921,1,0
108,192,13007,1,0
180,192,13178,1,0
468,192,13264,1,0
108,192,13264,1,0
396,192,13435,1,0
180,192,13435,1,0
108,192,13607,1,0
36,192,13778,1,0
324,192,13778,1,0
396,192,13864,1,0
324,192,14035,1,0
108,192,14121,1,0
396,192,14121,1,0
252,192,14293,1,0
180,192,14378,1,0
252,192,14550,1,0
36,192,14635,1,0
180,192,14635,1,0
108,192,14807,1,0
252,192,14807,1,0
180,192,14978,1,0
36,192,15150,1,0
180,192,15150,1,0
252,192,15235,1,0
180,192,15407,1,0
108,192,15493,1,0
252,192,15493,1,0
324,192,15578,1,0
396,192,15664,1,0
468,192,15750,1,0
180,192,15835,1,0
252,192,15921,1,0
36,192,16007,1,0
324,192,16007,1,0
396,192,16093,1,0
468,192,16178,1,0
108,192,16178,1,0
396,192,16264,1,0
324,192,16350,1,0
252,192,16435,1,0
180,192,16521,1,0
468,192,16521,1,0
252,192,16607,1,0
180,192,16778,1,0
252,192,16864,1,0
396,192,16864,1,0
108,192,17035,1,0
36,192,17121,1,0
108,192,17293,1,0
36,192,17378,1,0
468,192,17378,1,0
396,192,17550,1,0
108,192,17550,1,0
36,192,17721,1,0
252,192,17893,1,0
468,192,17893,1,0
324,192,17978,1,0
252,192,18150,1,0
324,192,18235,1,0
396,192,18235,1,0
180,192,18407,1,0
108,192,18493,1,0
180,192,18664,1,0
108,192,18750,1,0
468,192,18750,1,0
180,192,18921,1,0
396,192,18921,1,0
108,192,19093,1,0
324,192,19264,1,0
36,192,19264,1,0
396,192,19350,1,0
324,192,19521,1,0
396,192,19607,1,0
108,192,19607,1,0
252,192,19778,1,0
180,192,19864,1,0
252,192,20035,1,0
180,192,20121,1,0
36,192,20121,1,0
252,192,20293,1,0
108,192,20293,1,0
180,192,20464,1,0
180,192,20635,1,0
36,192,20635,1,0
252,192,20721,1,0
180,192,20893,1,0
252,192,20978,1,0
108,192,20978,1,0
324,192,21064,1,0
396,192,21150,1,0
468,192,21235,1,0
180,192,21321,1,0
252,192,21407,1,0
36,192,21493,1,0
324,192,21493,1,0
396,192,21578,1,0
108,192,21664,1,0
468,192,21664,1,0
396,192,21750,1,0
324,192,21835,1,0
252,192,21921,1,0
468,192,22007,1,0
180,192,22007,1,0
36,192,22093,1,0
108,192,22178,1,0
252,192,22264,1,0
396,192,22350,1,0
36,192,22350,1,0
108,192,22435,1,0
252,192,22521,1,0
324,192,22607,1,0
468,192,22864,1,0
396,192,23035,1,0
468,192,23378,1,0
252,192,23378,1,0
36,192,23464,1,0
324,192,23550,1,0
252,192,23635,1,0
396,192,23721,1,0
36,192,23721,1,0
108,192,23807,1,0
180,192,23893,1,0
252,192,23978,1,0
468,192,24235,1,0
396,192,24407,1,0
36,192,24750,1,0
324,192,24750,1,0
180,192,24835,1,0
252,192,24921,1,0
396,192,25007,1,0
108,192,25093,1,0
180,192,25093,1,0
252,192,25178,1,0
396,192,25264,1,0
468,192,25350,1,0
36,192,25607,1,0
108,192,25778,1,0
36,192,26121,1,0
180,192,26121,1,0
252,192,26207,1,0
324,192,26293,1,0
396,192,26378,1,0
108,192,26464,1,0
252,192,26464,1,0
324,192,26550,1,0
396,192,26635,1,0
468,192,26721,1,0
180,192,26807,1,0
324,192,26893,1,0
36,192,26978,1,0
396,192,26978,1,0
252,192,27064,1,0
108,192,27150,1,0
468,192,27150,1,0
396,192,27235,1,0
324,192,27321,1,0
252,192,27407,1,0
468,192,27493,1,0
180,192,27493,1,0
36,192,27578,1,0
108,192,27664,1,0
252,192,27750,1,0
396,192,27835,1,0
36,192,27835,1,0
108,192,27921,1,0
252,192,28007,1,0
324,192,28093,1,0
468,192,28350,1,0
396,192,28521,1,0
468,192,28864,1,0
252,192,28864,1,0
36,192,28950,1,0
324,192,29035,1,0
252,192,29121,1,0
396,192,29207,1,0
36,192,29207,1,0
108,192,29293,1,0
180,192,29378,1,0
252,192,29464,1,0
468,192,29721,1,0
396,192,29893,1,0
36,192,30235,1,0
324,192,30235,1,0
180,192,30321,1,0
252,192,30407,1,0
396,192,30493,1,0
108,192,30578,1,0
180,192,30578,1,0
252,192,30664,1,0
396,192,30750,1,0
468,192,30835,1,0
36,192,31093,1,0
108,192,31264,1,0
36,192,31607,1,0
180,192,31607,1,0
252,192,31693,1,0
324,192,31778,1,0
396,192,31864,1,0
108,192,31950,1,0
252,192,31950,1,0
324,192,32035,1,0
396,192,32121,1,0
468,192,32207,1,0
180,192,32293,1,0
324,192,32378,1,0
36,192,32464,1,0
396,192,32464,1,0
252,192,32550,1,0
468,192,32635,1,0
108,192,32635,1,0
396,192,32721,1,0
324,192,32807,1,0
252,192,32893,1,0
468,192,32978,1,0
180,192,32978,1,0
36,192,33064,1,0
108,192,33150,1,0
252,192,33235,1,0
396,192,33321,1,0
36,192,33321,1,0
108,192,33407,1,0
180,192,33493,1,0
252,192,33578,1,0
396,192,33664,1,0
324,192,33750,1,0
36,192,33835,1,0
252,192,33835,1,0
108,192,34007,1,0
252,192,34007,1,0
324,192,34178,1,0
396,192,34264,1,0
468,192,34350,1,0
252,192,34350,1,0
36,192,34435,1,0
324,192,34521,1,0
252,192,34607,1,0
396,192,34693,1,0
36,192,34693,1,0
108,192,34778,1,0
180,192,34864,1,0
252,192,34950,1,0
468,192,35035,1,0
396,192,35121,1,0
36,192,35207,1,0
324,192,35207,1,0
252,192,35293,1,0
108,192,35378,1,0
396,192,35378,1,0
324,192,35464,1,0
252,192,35550,1,0
396,192,35635,1,0
468,192,35721,1,0
180,192,35721,1,0
36,192,35807,1,0
108,192,35893,1,0
252,192,35978,1,0
396,192,36064,1,0
36,192,36064,1,0
108,192,36150,1,0
180,192,36235,1,0
252,192,36321,1,0
396,192,36407,1,0
324,192,36493,1,0
36,192,36578,1,0
252,192,36578,1,0
108,192,36750,1,0
252,192,36750,1,0
324,192,36921,1,0
396,192,37007,1,0
468,192,37093,1,0
180,192,37093,1,0
396,192,37435,1,0
324,192,37435,1,0
252,192,37778,1,0
468,192,37950,1,0
108,192,38121,1,0
396,192,38121,1,0
180,192,38464,1,0
468,192,38464,1,0
36,192,38550,1,0
108,192,38635,1,0
252,192,38721,1,0
36,192,38807,1,0
396,192,38807,1,0
108,192,38893,1,0
180,192,38978,1,0
252,192,39064,1,0
396,192,39150,1,0
324,192,39235,1,0
252,192,39321,1,0
36,192,39321,1,0
252,192,39493,1,0
108,192,39493,1,0
324,192,39664,1,0
396,192,39750,1,0
468,192,39835,1,0
252,192,39835,1,0
36,192,39921,1,0
324,192,40007,1,0
252,192,40093,1,0
396,192,40178,1,0
36,192,40178,1,0
108,192,40264,1,0
180,192,40350,1,0
252,192,40435,1,0
468,192,40521,1,0
396,192,40607,1,0
324,192,40693,1,0
36,192,40693,1,0
252,192,40778,1,0
396,192,40864,1,0
108,192,40864,1,0
324,192,40950,1,0
252,192,41035,1,0
396,192,41121,1,0
180,192,41207,1,0
468,192,41207,1,0
36,192,41293,1,0
108,192,41378,1,0
252,192,41464,1,0
36,192,41550,1,0
396,192,41550,1,0
108,192,41635,1,0
180,192,41721,1,0
252,192,41807,1,0
396,192,41893,1,0
324,192,41978,1,0
252,192,42064,1,0
36,192,42064,1,0
252,192,42235,1,0
108,192,42235,1,0
324,192,42407,1,0
396,192,42493,1,0
180,192,42578,1,0
468,192,42578,1,0
324,192,42921,1,0
396,192,42921,1,0
252,192,43264,1,0
468,192,43435,1,0
396,192,43607,1,0
108,192,43607,1,0
468,192,43950,1,0
252,192,43950,1,0
36,192,43950,1,0
324,192,44035,1,0
252,192,44207,1,0
324,192,44293,1,0
180,192,44464,1,0
108,192,44550,1,0
180,192,44721,1,0
108,192,44807,1,0
180,192,44978,1,0
108,192,45150,1,0
324,192,45321,1,0
396,192,45407,1,0
324,192,45578,1,0
396,192,45664,1,0
180,192,45835,1,0
252,192,45921,1,0
180,192,46093,1,0
252,192,46178,1,0
180,192,46350,1,0
252,192,46521,1,0
180,192,46693,1,0
324,192,46778,1,0
180,192,46950,1,0
324,192,47035,1,0
252,192,47207,1,0
108,192,47293,1,0
252,192,47464,1,0
108,192,47550,1,0
252,192,47721,1,0
108,192,47893,1,0
252,192,48064,1,0
396,192,48150,1,0
252,192,48321,1,0
396,192,48407,1,0
180,192,48578,1,0
324,192,48664,1,0
180,192,48835,1,0
324,192,48921,1,0
180,192,49093,1,0
324,192,49264,1,0
36,192,49435,1,0
468,192,49435,1,0
468,192,49778,1,0
36,192,49778,1,0
396,192,49950,1,0
108,192,49950,1,0
396,192,50293,1,0
108,192,50293,1,0
324,192,50464,1,0
180,192,50464,1,0
324,192,50807,1,0
180,192,50807,1,0
324,192,51150,1,0
180,192,51150,1,0
396,192,51321,1,0
108,192,51321,1,0
396,192,51664,1,0
108,192,51664,1,0
468,192,51835,1,0
36,192,51835,1,0
468,192,52178,1,0
180,192,52178,1,0
396,192,52521,1,0
108,192,52521,1,0
468,192,52693,1,0
180,192,52693,1,0
468,192,53035,1,0
180,192,53035,1,0
